Bedrooms,Square Footage,Age,Price
4,2860,38,706810.5992096277
3,2226,1,569894.8887788234
1,1085,24,287079.1691885695
5,2703,14,877582.1418396139
1,1106,9,248916.30341503592
4,2515,21,628152.6976917076
4,2630,19,760423.4729395038
2,2494,17,571133.3422377822
5,1256,14,447303.91944275773
3,2617,9,630600.0081116278
5,2210,7,672209.5977754191
2,2036,28,543854.2263662409
1,2243,38,363549.272316981
4,1811,36,482315.55244777846
1,1950,41,310722.6818920041
1,1381,27,308712.35679994425
2,1431,31,343278.7761069524
3,1790,13,442304.9292570445
1,1799,46,493160.34958557936
4,1372,17,380295.57330539724
4,2058,24,574541.290934933
3,2834,43,627948.7087040053
3,2348,9,551824.728846944
2,2914,17,665890.2748724202
5,1830,19,595915.3997945689
4,2828,11,806776.3554794601
1,2875,16,605933.738164691
2,1172,39,414186.5403513813
3,1721,25,512278.0479101144
1,1240,37,241934.652892435
5,2391,48,570258.0560248577
3,1198,1,468532.42884497915
5,1262,4,504096.31558168534
5,2456,27,732395.0302676919
4,2417,21,703869.7927953274
4,2564,48,724273.6285794335
5,1077,48,408752.7353127463
4,2720,34,677785.5351363419
3,1393,25,343579.5999496678
5,1469,19,495557.7874278775
5,2858,41,695876.9712369347
2,1521,10,358883.82759975817
2,2134,9,543780.1087508203
2,2016,8,502824.087245474
2,2188,29,558006.620126684
1,1284,48,206773.58317944186
2,2524,42,551825.4605326242
3,2088,20,469636.9945196889
1,1970,23,469623.26893469447
3,1892,4,539374.2803862
2,2165,15,449141.67494573735
5,2259,3,682428.1287137823
1,2538,24,486755.1708547937
5,1421,44,521403.09520116093
3,1967,25,476704.6247386614
3,2111,21,514813.0774912298
1,2758,36,573334.8802053168
3,2539,47,604680.9377552269
1,1111,33,168253.37617710727
3,1848,35,404883.1057942671
5,2779,43,843216.6132248257
4,1594,29,507770.5207323838
2,1818,38,536944.4536506886
2,2981,37,638493.4673564434
4,1490,19,490545.92189289426
